"canopus_formulaRank"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#all classifications"	"canopus_ionMass"	"canopus_retentionTimeInSeconds"	"canopus_retentionTimeInMinutes"	"canopus_formulaId"	"canopus_alignedFeatureId"	"canopus_mappingFeatureId"	"canopus_overallFeatureQuality"	"feature_id"
1	"C21H42O12"	"[M + H3N + H]+"	"C21H46NO12+"	"Fatty acids"	0.362	"Fatty acyls"	0.112	"Fatty alcohols"	0.167	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Ethers"	0.984	"Dialkyl ethers"	0.971	"Polyethylene glycols"	0.901	"Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	504.302	187	3.118	707666839155918208	707666514051202048	592	NA	592
1	"C29H54N4O11"	"[M + H3N + H]+"	"C29H58N5O11+"	"Alkaloids"	0.409	"Oligopeptides"	0.027	"Aminoacids"	0.016	"Organic oxygen compounds"	1	"Organooxygen compounds"	0.999	"Ethers"	0.976	"Dialkyl ethers"	0.983	"Polyethylene glycols"	0.935	"Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	652.412	187	3.124	707666821531451008	707666514076367872	593	NA	593
2	"C13H19NO3"	"[M + H3N + H]+"	"C13H23N2O3+"	"Alkaloids"	0.761	"Lysine alkaloids"	0.394	"Piperidine alkaloids"	0.624	"Organic acids and derivatives"	0.958	"Carboxylic acids and derivatives"	0.891	"Carboxylic acid derivatives"	0.815	"Carboxylic acid amides"	0.522	"Acetamides"	0.519	"Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Acetamides; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	255.171	188	3.126	707666851323595520	707666514097339392	594	NA	594
1	"C12H26O5"	"[M + H]+"	"C12H27O5+"	"Fatty acids"	0.984	"Fatty acyls"	0.933	"Fatty alcohols"	0.879	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Alcohols and polyols"	0.98	"Secondary alcohols"	0.751	"Secondary alcohols"	0.751	"Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	251.186	188	3.128	707666838304474368	707666514147671040	596	NA	596
1	"C14H26O6"	"[M - H2O + H]+"	"C14H25O5+"	"Fatty acids"	0.619	"Fatty Acids and Conjugates"	0.178	"Dicarboxylic acids"	0.275	"Lipids and lipid-like molecules"	0.67	"Fatty Acyls"	0.578	NA	NA	NA	NA	"Fatty Acyls"	0.578	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Secondary alcohols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	273.168	188	3.13	707666841043355264	707666514172836864	597	NA	597
1	"C18H26O11"	"[M + H3N + H]+"	"C18H30NO11+"	"Terpenoids"	0.995	"Monoterpenoids"	0.996	"Secoiridoid monoterpenoids"	0.866	"Lipids and lipid-like molecules"	0.787	"Prenol lipids"	0.843	"Terpene glycosides"	0.811	NA	NA	"Terpene glycosides"	0.811	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hexoses; Monosaccharides; Monoterpenoids; Iridoids and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Methyl esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Vinylogous esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	436.182	188	3.132	707666847162845440	707666514193808384	598	NA	598
1	"C18H26O11"	"[M + Na]+"	"C18H26NaO11+"	"Terpenoids"	0.611	"Monoterpenoids"	0.629	"Secoiridoid monoterpenoids"	0.435	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Carbohydrates and carbohydrate conjugates"	0.98	"Monosaccharides"	0.867	"Hexoses"	0.598	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	441.137	188	3.133	707666846374316160	707666514214779904	599	NA	599
1	"C9H8O3"	"[M - H2O + H]+"	"C9H7O2+"	"Shikimates and Phenylpropanoids"	0.991	"Phenylpropanoids (C6-C3)"	0.997	"Cinnamic acids and derivatives"	0.998	"Phenylpropanoids and polyketides"	0.965	"Cinnamic acids and derivatives"	0.951	"Hydroxycinnamic acids and derivatives"	0.956	"Coumaric acids and derivatives"	0.964	"Coumaric acids"	0.945	"Organic compounds; Styrenes; Coumaric acids and derivatives; Phenols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Coumaric acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities"	147.044	188	3.133	707666820935859840	707666514256722944	601	NA	601
2	"C14H13N7O6"	"[M - H2O + H]+"	"C14H12N7O5+"	"Amino acids and Peptides"	0.144	"Nucleosides"	0.216	"Purine alkaloids"	0.086	"Benzenoids"	0.977	"Benzene and substituted derivatives"	0.842	NA	NA	NA	NA	"Benzene and substituted derivatives"	0.842	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	358.09	189	3.152	707666867484250496	707666514298665984	603	NA	603
1	"C18H26N2O8"	"[M - H2O + H]+"	"C18H25N2O7+"	"Alkaloids"	0.529	"Ornithine alkaloids"	0.276	"Dipeptides"	0.236	"Organic acids and derivatives"	0.998	"Carboxylic acids and derivatives"	0.995	"Amino acids, peptides, and analogues"	0.892	"Amino acids and derivatives"	0.893	"Alpha amino acids"	0.529	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Anilides; Organooxygen compounds; Fatty acid esters; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Hydroxy acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Tertiary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Polyols; Alpha amino acids; Benzenoids; Amines; 1,2-diols; N-arylamides; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	381.166	189	3.153	707666865546481920	707666514323831808	604	NA	604
1	"C16H19NO8"	"[M - H2O + H]+"	"C16H18NO7+"	"Alkaloids"	0.91	"Tyrosine alkaloids"	0.502	"Cyanogenic glycosides"	0.162	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Carbohydrates and carbohydrate conjugates"	0.99	"Glycosyl compounds"	0.887	"Phenolic glycosides"	0.567	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Alcohols and polyols; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Glucuronides; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Polyols; Benzenoids; O-glucuronides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	336.108	189	3.154	707666836488340480	707666514369969152	606	NA	606
1	"C10H11NO2"	"[M - H2O + H]+"	"C10H10NO+"	"Alkaloids"	0.969	"Tryptophan alkaloids"	0.447	"Simple indole alkaloids"	0.277	"Benzenoids"	0.816	NA	NA	NA	NA	NA	NA	"Benzenoids"	0.816	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	160.076	189	3.154	707666845787113600	707666514344803328	605	NA	605
1	"C11H12O5"	"[M - H2O + H]+"	"C11H11O4+"	"Shikimates and Phenylpropanoids"	0.932	"Phenylpropanoids (C6-C3)"	0.998	"Cinnamic acids and derivatives"	0.995	"Phenylpropanoids and polyketides"	0.972	"Cinnamic acids and derivatives"	0.97	"Hydroxycinnamic acids and derivatives"	0.979	"Coumaric acids and derivatives"	0.98	"Coumaric acids and derivatives"	0.98	"Organic compounds; Styrenes; Coumaric acids and derivatives; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Cinnamic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Hydroxycinnamic acids and derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Hydroxycinnamic acids; Cinnamic acids; Organic oxides; Dimethoxybenzenes; Methoxybenzenes; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities"	207.066	190	3.162	707666850698644224	707666514411912192	608	NA	608
1	"C16H12N4O5"	"[M + H3N + H]+"	"C16H16N5O5+"	"Shikimates and Phenylpropanoids"	0.273	"Coumarins"	0.634	"Simple coumarins"	0.793	"Benzenoids"	0.991	"Phenol ethers"	0.502	NA	NA	NA	NA	"Phenol ethers"	0.502	"Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	358.114	190	3.163	707666847536138624	707666514458049536	610	NA	610
1	"C4H8N2O2S2"	"[M - H2O + H]+"	"C4H7N2OS2+"	"Amino acids and Peptides"	0.844	"Small peptides"	0.18	"Aminoacids"	0.073	"Organic nitrogen compounds"	0.998	"Organonitrogen compounds"	0.985	NA	NA	NA	NA	"Organonitrogen compounds"	0.985	"Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	162.999	190	3.17	707666826187128960	707666514122505216	595	NA	595
1	"C12H20"	"[M + H3N + H]+"	"C12H24N+"	"Terpenoids"	0.598	"Fatty acyls"	0.687	"Hydrocarbons"	0.334	"Hydrocarbons"	0.99	"Unsaturated hydrocarbons"	0.813	"Unsaturated aliphatic hydrocarbons"	0.841	NA	NA	"Unsaturated aliphatic hydrocarbons"	0.841	"Organic compounds; Hydrocarbons; Saturated hydrocarbons; Unsaturated hydrocarbons; Unsaturated aliphatic hydrocarbons; Chemical entities"	182.191	191	3.189	707666841664112384	707666514483215488	611	NA	611
1	"C5H8N2O3S2"	"[M - H2O + H]+"	"C5H7N2O2S2+"	"Amino acids and Peptides"	0.937	"β-lactams"	0.106	"Cyclamides"	0.115	"Organoheterocyclic compounds"	0.974	"Azoles"	0.637	NA	NA	NA	NA	"Azoles"	0.637	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	190.994	191	3.191	707666857304673792	707666514437078016	609	NA	609
5	"C24H48O11Si"	"[M + H]+"	"C24H49O11Si+"	"Fatty acids"	0.292	"Monoterpenoids"	0.129	"Halogenated fatty acids"	0.029	"Organic oxygen compounds"	0.999	"Organooxygen compounds"	0.998	"Ethers"	0.963	"Dialkyl ethers"	0.935	"Dialkyl ethers"	0.935	"Organic compounds; Alcohols and polyols; Ethers; Organooxygen compounds; Dialkyl ethers; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	541.305	192	3.198	707666852732881920	707666514504187008	612	NA	612
3	"C30H62O16"	"[M + H3N + H]+"	"C30H66NO16+"	"Fatty acids"	0.838	"Fatty acyls"	0.518	"Fatty alcohols"	0.419	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Ethers"	0.994	"Dialkyl ethers"	0.994	"Polyethylene glycols"	0.997	"Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	696.439	192	3.205	707666845510289536	707666514550324352	614	NA	614
1	"C10H14OS2"	"[M + H3N + H]+"	"C10H18NOS2+"	"Terpenoids"	0.918	"Monoterpenoids"	0.915	"Menthane monoterpenoids"	0.388	"Organosulfur compounds"	0.978	"Thioethers"	0.474	"Dialkylthioethers"	0.53	NA	NA	"Dialkylthioethers"	0.53	"Organic compounds; Organosulfur compounds; Organooxygen compounds; Carbonyl compounds; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	232.083	193	3.223	707666827697078528	707666514596461696	616	NA	616
1	"C23H46O13"	"[M + H3N + H]+"	"C23H50NO13+"	"Terpenoids"	0.184	"Polyethers"	0.063	"Polysaccharides"	0.049	"Organic oxygen compounds"	1	"Organooxygen compounds"	1	"Ethers"	0.986	"Dialkyl ethers"	0.97	"Polyethylene glycols"	0.918	"Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	548.328	193	3.225	707666840745559552	707666514617433216	617	NA	617
1	"C10H16O2"	"[M + H3N + H]+"	"C10H20NO2+"	"Fatty acids"	0.938	"Fatty Acids and Conjugates"	0.455	"Unsaturated fatty acids"	0.536	"Lipids and lipid-like molecules"	0.675	"Fatty Acyls"	0.518	"Fatty acids and conjugates"	0.472	"Unsaturated fatty acids"	0.563	"Unsaturated fatty acids"	0.563	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	186.149	194	3.235	707666819123920384	707666514638404736	618	NA	618
1	"C10H14O2"	"[M + H3N + H]+"	"C10H18NO2+"	"Fatty acids"	0.784	"Fatty Acids and Conjugates"	0.499	"Unsaturated fatty acids"	0.744	"Organic acids and derivatives"	0.834	"Carboxylic acids and derivatives"	0.842	"Carboxylic acids"	0.574	NA	NA	"Carboxylic acids"	0.574	"Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	184.134	194	3.241	707666854037310592	707666514663570560	619	NA	619
1	"C22H29NO12"	"[M + H3N + H]+"	"C22H33N2O12+"	"Alkaloids"	0.984	"Tryptophan alkaloids"	0.999	"Simple indole alkaloids"	0.964	"Organoheterocyclic compounds"	1	"Indoles and derivatives"	1	"Indolyl carboxylic acids and derivatives"	0.947	"Indole-3-acetic acid derivatives"	0.976	"Indole-3-acetic acid derivatives"	0.976	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrroles; Alcohols and polyols; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Indole-3-acetic acid derivatives; Indolyl carboxylic acids and derivatives; Disaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Glycosylamines; O-glycosyl compounds; Substituted pyrroles; Polyols; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; N-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	517.204	195	3.242	707666848211421568	707666514684542080	620	NA	620
1	"C24H21NO4S2"	"[M + H3N + H]+"	"C24H25N2O4S2+"	"Shikimates and Phenylpropanoids"	0.399	"Coumarins"	0.191	"Penicillins"	0.203	"Organic acids and derivatives"	0.998	"Carboxylic acids and derivatives"	0.997	"Amino acids, peptides, and analogues"	0.989	"Amino acids and derivatives"	0.989	"N-acyl-alpha amino acids"	0.549	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; N-acyl-alpha amino acids; Benzenoids; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	469.125	195	3.253	707666852963568640	707666514705513600	621	NA	621
1	"C11H10N2O3"	"[M - H2O + H]+"	"C11H9N2O2+"	"Alkaloids"	0.96	"Anthranilic acid alkaloids"	0.789	"Pyridine alkaloids"	0.1	"Benzenoids"	0.979	"Phenol ethers"	0.854	"Anisoles"	0.846	NA	NA	"Anisoles"	0.846	"Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Monocarboxylic acids and derivatives; Carboxylic acids; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities"	201.066	196	3.262	707666842305840896	707666514751650944	623	NA	623
