feature_id	IK2D	Sources	SMILES	gnps_SpectrumID	gnps_SpectrumFile	gnps_LibraryName	gnps_MQScore	gnps_TIC_Query	gnps_RT_Query	gnps_MZErrorPPM	gnps_SharedPeaks	gnps_MassDiff	gnps_SpecMZ	gnps_SpecCharge	gnps_FileScanUniqueID	gnps_NumberHits	gnps_Compound_Name	gnps_Ion_Source	gnps_Instrument	gnps_Compound_Source	gnps_PI	gnps_Data_Collector	gnps_Adduct	gnps_Precursor_MZ	gnps_ExactMass	gnps_Charge	gnps_CAS_Number	gnps_Pubmed_ID	gnps_SMILES	gnps_INCHI	gnps_INCHI_AUX	gnps_Library_Class	gnps_IonMode	gnps_Organism	gnps_LibMZ	gnps_UpdateWorkflowName	gnps_LibraryQualityString	gnps_tags	gnps_molecular_formula	gnps_InChIKey	gnps_superclass	gnps_class	gnps_subclass	gnps_npclassifier_superclass	gnps_npclassifier_class	gnps_npclassifier_pathway	gnps_library_usi	isdb_component_id	isdb_structure_taxonomy_npclassifier_01pathway_consensus	isdb_freq_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass_consensus	isdb_freq_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class_consensus	isdb_freq_structure_taxonomy_npclassifier_03class	isdb_rank_spec	isdb_msms_score	isdb_libname	isdb_structure_wikidata	isdb_structure_inchikey	isdb_structure_inchi	isdb_SMILES	isdb_structure_molecular_formula	isdb_adduct	isdb_structure_exact_mass	isdb_structure_nameTraditional	isdb_structure_taxonomy_npclassifier_01pathway	isdb_structure_taxonomy_npclassifier_02superclass	isdb_structure_taxonomy_npclassifier_03class	isdb_organism_wikidata	isdb_organism_name	isdb_organism_taxonomy_ottid	isdb_organism_taxonomy_01domain	isdb_organism_taxonomy_02kingdom	isdb_organism_taxonomy_03phylum	isdb_organism_taxonomy_04class	isdb_organism_taxonomy_05order	isdb_organism_taxonomy_06family	isdb_organism_taxonomy_07tribe	isdb_organism_taxonomy_08genus	isdb_organism_taxonomy_09species	isdb_organism_taxonomy_10varietas	isdb_matched_domain	isdb_matched_kingdom	isdb_matched_phylum	isdb_matched_class	isdb_matched_order	isdb_matched_family	isdb_matched_tribe	isdb_matched_genus	isdb_matched_species	isdb_score_taxo	isdb_score_max_consistency	isdb_final_score	isdb_rank_final	sirius_structurePerIdRank	sirius_formulaRank	sirius_ConfidenceScoreExact	sirius_ConfidenceScoreApproximate	sirius_CSI:FingerIDScore	sirius_ZodiacScore	sirius_SiriusScoreNormalized	sirius_SiriusScore	sirius_molecularFormula	sirius_adduct	sirius_precursorFormula	sirius_InChI	sirius_name	sirius_SMILES	sirius_xlogp	sirius_pubchemids	sirius_links	sirius_dbflags	sirius_ionMass	sirius_retentionTimeInSeconds	sirius_retentionTimeInMinutes	sirius_formulaId	sirius_alignedFeatureId	sirius_overallFeatureQuality
810	FFUJTWGLXDYVJI	sirius	CC(CO)OCC(C)OC(=O)C(C)OCC(C)OCC(C)OCC(C)O																																																																																												1.0	1.0	0.043	0.043	-172.754	0.989	0.498	66.753	C18H36O8	[M + H3N + H]+	C18H40NO8+	InChI=1S/C18H36O8/c1-12(20)8-22-14(3)9-24-15(4)10-25-17(6)18(21)26-16(5)11-23-13(2)7-19/h12-17,19-20H,7-11H2,1-6H3	1-[(1-Hydroxypropan-2-yl)oxy]propan-2-yl 2-{2-[2-(2-hydroxypropoxy)propoxy]propoxy}propanoate	CC(CO)OCC(C)OC(=O)C(C)OCC(C)OCC(C)OCC(C)O	0.8	145865720	NORMAN:(NS00067067);PUBCHEM:(145865720);DSSTox:(DTXSID701017831)	137439215618.0	398.275	259.0	4.311	7.076668631599227e+17	7.076665190424247e+17	
812	MSVGHYYKWDQHFV	sirius	CC(C)(C)OC(=O)C=CC(=O)OC(C)(C)C																																																																																												1.0	1.0	0.05	0.05	-126.584	0.989	0.333	130.613	C12H20O4	[M + H3N + H]+	C12H24NO4+	InChI=1S/C12H20O4/c1-11(2,3)15-9(13)7-8-10(14)16-12(4,5)6/h7-8H,1-6H3	Ditert-butyl but-2-enedioate	CC(C)(C)OC(=O)C=CC(=O)OC(C)(C)C	2.2	5365124;5965155;281629	NORMAN:(NS00096103);PUBCHEM:(5365124 5965155 281629);DSSTox:(DTXSID50880692);PUBMED:(null)	137439215682.0	246.17	259.0	4.323	7.076668715904745e+17	7.07666519088562e+17	
813	OIAVTFGRDNUKCM	sirius	CC(=O)CCCCC(=O)CCCCC(=O)O																																																																																												1.0	1.0	0.154	0.154	-127.631	1.0	0.5	170.281	C12H20O4	[M + H]+	C12H21O4+	InChI=1S/C12H20O4/c1-10(13)6-2-3-7-11(14)8-4-5-9-12(15)16/h2-9H2,1H3,(H,15,16)	6,11-dioxododecanoic acid	CC(=O)CCCCC(=O)CCCCC(=O)O	0.4	3537454	COCONUT:(CNP0004904);SUPERNATURAL:(SN0265964);PUBCHEM:(3537454)	3145730.0	229.144	260.0	4.325	7.076668772150369e+17	7.076665191095336e+17	
813	RXFSZEHSQXSBSX	isdb	O=C1CCC2(C=CC(=O)NCCCCNCCCNC(=O)C=Cc3ccc(O)c2c3)CC1																																													318.0	Alkaloids	0.5	Ornithine alkaloids	0.5	Polyamines	0.5	7.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105246994	RXFSZEHSQXSBSX-UHFFFAOYSA-N	InChI=1S/C25H33N3O4/c29-20-8-11-25(12-9-20)13-10-24(32)27-16-2-1-14-26-15-3-17-28-23(31)7-5-19-4-6-22(30)21(25)18-19/h4-7,10,13,18,26,30H,1-3,8-9,11-12,14-17H2,(H,27,32)(H,28,31)	O=C1CCC2(C=CC(=O)NCCCCNCCCNC(=O)C=Cc3ccc(O)c2c3)CC1	C25H33N3O4	pos_2_2proton1ammonium	439.247106536	20-Hydroxyspiro[5,9,14-triazabicyclo[17.3.1]tricosa-1(23),2,16,19,21-pentaene-18,4'-cyclohexane]-1',4,15-trione	Alkaloids	Ornithine alkaloids	Polyamines	http://www.wikidata.org/entity/Q240620	Lunaria annua	464805.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Biscutelleae']	['Lunaria']	['Lunaria annua']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6.0	3.0	7.5	1.0																								
814	YTHLKOGZLKLYCL	sirius	CC1=C(N2C3=C(N=C2N1)N(C(=O)NC3=O)C)C																																																																																												1.0	5.0	0.017	0.017	-213.901	0.015	0.1	6.189	C10H11N5O2	[M + H3N + H]+	C10H15N6O2+	InChI=1S/C10H11N5O2/c1-4-5(2)15-6-7(12-9(15)11-4)14(3)10(17)13-8(6)16/h1-3H3,(H,11,12)(H,13,16,17)	1,6,7-trimethyl-1H,2H,3H,4H,8H-imidazo[1,2-g]purine-2,4-dione	CC1=C(N2C3=C(N=C2N1)N(C(=O)NC3=O)C)C	1.1	905628	COCONUT:(CNP0385838);SUPERNATURAL:(SN0459658);PUBCHEM:(905628)	3145730.0	251.126	259.0	4.324	7.0766686447274e+17	7.076665191305051e+17	
815	IVYPNXXAYMYVSP	sirius	C1=CC=C2C(=C1)C(=CN2)CO																																																																																												1.0	1.0	0.695	0.83	-57.87	0.99	0.228	24.228	C9H9NO	[M - H2O + H]+	C9H8N+	InChI=1S/C9H9NO/c11-6-7-5-10-9-4-2-1-3-8(7)9/h1-5,10-11H,6H2	Indole-3-Carbinol	C1=CC=C2C(=C1)C(=CN2)CO	1.418	68422190;3712	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0005785);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(3712);SUPERNATURAL:(SN0156704);MESH:(3712);FooDB:(FDB000939);PUBCHEM:(68422190 3712);COCONUT:(CNP0106378);NORMAN:(NS00005466);METACYC:(CPDQT-428);PLANTCYC:(CPDQT-428);CHEBI:(24814);DSSTox:(DTXSID50153979 DTXSID7031458);LOTUS:(Q1770257);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(IVYPNXXAYMYVSP-UHFFFAOYSA-N)	138369435774.0	130.066	261.0	4.347	7.076668832170867e+17	7.076665191514766e+17	
816	JAPZZAUIIPKQJW	sirius	CCCCCCC1=C(CCC1=O)C																																																																																												1.0	1.0	0.553	0.553	-55.213	1.0	0.333	168.576	C12H20O	[M + H3N + H]+	C12H24NO+	InChI=1S/C12H20O/c1-3-4-5-6-7-11-10(2)8-9-12(11)13/h3-9H2,1-2H3	2-hexyl-3-methylcyclopent-2-en-1-one	CCCCCCC1=C(CCC1=O)C	3.4	11137732	PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0061034);HMDB:(HMDB0031181);CHEBI:(171895);SUPERNATURAL:(SN0160331);PUBCHEM:(11137732);DSSTox:(DTXSID00456543);PUBCHEMANNOTATIONDRUG:(null)	137492430890.0	198.186	261.0	4.348	7.076668669515739e+17	7.076665191766424e+17	
816	XCQXXZNWAPMVBK	isdb	CCCCC/C=C/C(=O)NCC(C)C																																													66.0	Fatty acids	0.8636363636363636	Fatty amides	0.6818181818181818	Primary amides	0.4545454545454545	1.0	0.4599513	ISDB	http://www.wikidata.org/entity/Q105325360	XCQXXZNWAPMVBK-CMDGGOBGSA-N	InChI=1S/C12H23NO/c1-4-5-6-7-8-9-12(14)13-10-11(2)3/h8-9,11H,4-7,10H2,1-3H3,(H,13,14)/b9-8+	CCCCC/C=C/C(=O)NCC(C)C	C12H23NO		197.177964356	(E)-N-(2-methylpropyl)oct-2-enamide	Fatty acids	Fatty amides	N-acyl amines	http://www.wikidata.org/entity/Q15568635	Acmella radicans	151027.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Heliantheae']	['Acmella']	['Acmella radicans']											0.0	2.0	2.839805245399475	1.0																								
817	KNPITBTYJPSSJM	sirius	CC(=O)OC1CCCCCCCCC1																																																																																												1.0	1.0	0.124	0.146	-146.259	1.0	0.333	232.6	C12H22O2	[M + H3N + H]+	C12H26NO2+	InChI=1S/C12H22O2/c1-11(13)14-12-9-7-5-3-2-4-6-8-10-12/h12H,2-10H2,1H3	Cyclodecyl acetate	CC(=O)OC1CCCCCCCCC1	4.1	81868	NORMAN:(NS00047679);PUBCHEM:(81868);DSSTox:(DTXSID90995012);PUBMED:(null)	137439215682.0	216.196	261.0	4.348	7.076668599596684e+17	7.07666519197614e+17	
817	PBLZLIFKVPJDCO	isdb	NCCCCCCCCCCCC(=O)O																																													71.0	Fatty acids	0.35	Lysine alkaloids	0.25	N-acyl amines	0.2	1.0	0.41256443	ISDB	http://www.wikidata.org/entity/Q27271277	PBLZLIFKVPJDCO-UHFFFAOYSA-N	InChI=1S/C12H25NO2/c13-11-9-7-5-3-1-2-4-6-8-10-12(14)15/h1-11,13H2,(H,14,15)	NCCCCCCCCCCCC(=O)O	C12H25NO2		215.18852904	12-Azaniumyldodecanoate	Fatty acids	Fatty Acids and Conjugates	Amino fatty acids	http://www.wikidata.org/entity/Q131143	Pseudomonas	281374.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Gammaproteobacteria']	['Pseudomonadales']	['Pseudomonadaceae']	['Unknown']	['Pseudomonas']	['Unknown']											0.0	1.0	2.150257706642151	1.0																								
817	QRPLZGZHJABGRS	gnps	CCCCCCCC1CCCC(=O)O1	CCMSLIB00013576813	spectra_filtered.mgf	CMMC-FOOD-BIOMARKERS.mgf	0.717526	1958320.0	0.0	1.27041	7.0	0.000274658	216.196	1.0	temp/spectra_filtered.mgf817	1.0	Delta-Dodecalactone (known structural isomers: 0; isobaric peaks in run: 2)	LC-ESI	Orbitrap	Crude	Pieter Dorrestein	Julius	[M+NH4]+	216.196	198.162	1.0			CCCCCCCC1CCCC(=O)O1	InChI=1S/C12H22O2/c1-2-3-4-5-6-8-11-9-7-10-12(13)14-11/h11H,2-10H2,1H3	InChI=1S/C12H22O2/c1-2-3-4-5-6-8-11-9-7-10-12(13)14-11/h11H,2-10H2,1H3 [M+NH4]+	1.0	Positive	CMMC-FOOD-BIOMARKERS	216.196	UPDATE-SINGLE-ANNOTATED-GOLD	Gold		C12H22O2	QRPLZGZHJABGRS-UHFFFAOYSA-N	Organoheterocyclic compounds	Lactones	Delta valerolactones	Fatty esters	Lactones	Fatty acids	mzspec:GNPS:GNPS-LIBRARY:CCMSLIB00013576813																																																																							
818	UWULXAQFAQOSSY	sirius	CCOC(=O)CC1=CC=C(C=C1)CC(C)C																																																																																												1.0	1.0	0.06	0.06	-180.981	0.96	0.333	148.66	C14H20O2	[M + H3N + H]+	C14H24NO2+	InChI=1S/C14H20O2/c1-4-16-14(15)10-13-7-5-12(6-8-13)9-11(2)3/h5-8,11H,4,9-10H2,1-3H3	Ethyl 4-isobutylphenylacetate	CCOC(=O)CC1=CC=C(C=C1)CC(C)C	3.934	85037	NORMAN:(NS00025083);PUBCHEM:(85037);DSSTox:(DTXSID50166089)	137439215618.0	238.178	261.0	4.348	7.076668663895372e+17	7.076665192227798e+17	
819	KKXSVZHUGGQUGL	isdb	C[C@H]1CCC[C@@]2(C)CCC[C@H]3O[C@]132																																													32.0	Alkaloids	0.4	Monoterpenoids	0.4	Eudesmane sesquiterpenoids	0.2	1.0	0.3908295	ISDB	http://www.wikidata.org/entity/Q105142425	KKXSVZHUGGQUGL-WHOHXGKFSA-N	InChI=1S/C12H20O/c1-9-5-3-7-11(2)8-4-6-10-12(9,11)13-10/h9-10H,3-8H2,1-2H3/t9-,10+,11-,12+/m0/s1	C[C@H]1CCC[C@@]2(C)CCC[C@H]3O[C@]132	C12H20O		180.15141526	(1R,4aS,8S,8aS)-Octahydro-4a,8-dimethyl-1H-1,8a-epoxynaphthalene	Terpenoids	Sesquiterpenoids	Eudesmane sesquiterpenoids	http://www.wikidata.org/entity/Q243825	Lophocolea bidentata	338161.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Jungermanniopsida']	['Jungermanniales']	['Lophocoleaceae']	['Unknown']	['Lophocolea']	['Lophocolea bidentata']											0.0	3.0	3.063318014144897	1.0																								
819	ZVAYQRYFPRUYPL	sirius	CCCCCCC(=C(C)C(=O)O)CC																																																																																												1.0	1.0	0.073	0.073	-134.475	1.0	0.5	185.546	C12H22O2	[M - H2O + H]+	C12H21O+	InChI=1S/C12H22O2/c1-4-6-7-8-9-11(5-2)10(3)12(13)14/h4-9H2,1-3H3,(H,13,14)	(E)-3-ethyl-2-methylnon-2-enoate	CCCCCCC(=C(C)C(=O)O)CC	4.6	87120531;154087242;3037057;73431816;18356641;166192	NORMAN:(NS00012430 NS00090947);PUBCHEM:(87120531 154087242 3037057 73431816 18356641 166192);DSSTox:(DTXSID4072447)	137439215618.0	181.159	261.0	4.348	7.076668683608603e+17	7.076665192479456e+17	
820	MXTPRJXPLFGHEE	sirius	C(CSS(=O)(=O)O)N																																																																																												1.0	1.0	0.203	0.203	-38.192	1.0	0.333	11.914	C2H7NO3S2	[M - H2O + H]+	C2H6NO2S2+	InChI=1S/C2H7NO3S2/c3-1-2-7-8(4,5)6/h1-3H2,(H,4,5,6)	Thiosulfuric acid (H2S2O3), S-(2-aminoethyl) ester	C(CSS(=O)(=O)O)N	-3.7	5232348;7061596;76242;3784204	NORMAN:(NS00028679 NS00088499);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);MESH:(76242);PUBCHEM:(5232348 7061596 76242 3784204);DSSTox:(DTXSID8068969 DTXSID9062720);PUBMED:(null)	137506324550.0	139.983	260.0	4.333	7.076668622203985e+17	7.076665192731114e+17	
821	LBMZURPDADXCLH	sirius	COC1=NN(C(=O)S1)CS(=O)C																																																																																												1.0	1.0	0.048	0.048	-189.773	1.0	0.0	26.373	C5H8N2O3S2	[M - H2O + H]+	C5H7N2O2S2+	InChI=1S/C5H8N2O3S2/c1-10-4-6-7(3-12(2)9)5(8)11-4/h3H2,1-2H3	3-(methanesulfinylmethyl)-5-methoxy-2,3-dihydro-1,3,4-thiadiazol-2-one	COC1=NN(C(=O)S1)CS(=O)C	0.1	162870053;54024921	COCONUT:(CNP0134418);SUPERNATURAL:(SN0201066);PUBCHEM:(162870053 54024921);DSSTox:(DTXSID80708476)	137442099202.0	190.994	261.0	4.344	7.076668678743209e+17	7.07666519294083e+17	
822	WFVWTLVPOUCKBR	sirius	C(C(=O)N)SSCC(=O)N																																																																																												1.0	1.0	0.042	0.042	-144.754	1.0	0.318	5.523	C4H8N2O2S2	[M - H2O + H]+	C4H7N2OS2+	InChI=1S/C4H8N2O2S2/c5-3(7)1-9-10-2-4(6)8/h1-2H2,(H2,5,7)(H2,6,8)	Acetamide, 2,2'-dithiodi-	C(C(=O)N)SSCC(=O)N	-1.2	47077	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(47077);DSSTox:(DTXSID80214204);PUBMED:(null)	137506062402.0	162.999	261.0	4.35	7.07666880314628e+17	7.076665193192488e+17	
823	FKEOFXHLVVXCQZ	sirius	CCOCC(C(COC)OC1C(C(C(C(O1)COC)OC)OCC)OC)OCC																																																																																												1.0	1.0	0.034	0.034	-181.351	0.983	0.494	57.01	C20H40O9	[M + H3N + H]+	C20H44NO9+	InChI=1S/C20H40O9/c1-8-25-13-14(26-9-2)15(11-21-4)28-20-19(24-7)18(27-10-3)17(23-6)16(29-20)12-22-5/h14-20H,8-13H2,1-7H3	2-[(3,4-diethoxy-1-methoxybutan-2-yl)oxy]-4-ethoxy-3,5-dimethoxy-6-(methoxymethyl)oxane	CCOCC(C(COC)OC1C(C(C(C(O1)COC)OC)OCC)OC)OCC	0.3	163059373;163186399	COCONUT:(CNP0347764);SUPERNATURAL:(SN0087946);PUBCHEM:(163059373 163186399);LOTUS:(Q104996565)	271581186.0	442.302	263.0	4.385	7.076668707767795e+17	7.076665193402203e+17	
824	MHWLWQUZZRMNGJ	sirius	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O																																																																																												1.0	6.0	0.633	0.633	-73.761	0.09	0.14	35.477	C12H12N2O3	[M + H]+	C12H13N2O3+	InChI=1S/C12H12N2O3/c1-3-14-6-9(12(16)17)10(15)8-5-4-7(2)13-11(8)14/h4-6H,3H2,1-2H3,(H,16,17)	Nalidixic Acid	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O	1.644	101418063;10036953;139097676;4421;46782419;3996620	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0014917);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(4421 23675318 3864541);SUPERNATURAL:(SN0226080);HSDB:(389-08-2);MESH:(4421);FooDB:(FDB020181);PUBCHEM:(101418063 10036953 139097676 4421 46782419 3996620);GNPS:(CCMSLIB00003134507);COCONUT:(CNP0160996);NORMAN:(NS00009829 NS00083855);METACYC:(CPD-21025);CHEBI:(62070 100147);KEGG:(C05079);DSSTox:(DTXSID001017230 DTXSID3020912 DTXSID50935777);LOTUS:(Q281082);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)	138369309550.0	233.092	264.0	4.402	7.07666867903681e+17	7.076665193611918e+17	
825	CNPMSUWZPHSZGY	sirius	CCCCCCCCCNC(CO)(CO)CO																																																																																												1.0	1.0	0.675	0.675	-96.622	0.994	0.5	99.776	C13H29NO3	[M + H]+	C13H30NO3+	InChI=1S/C13H29NO3/c1-2-3-4-5-6-7-8-9-14-13(10-15,11-16)12-17/h14-17H,2-12H2,1H3	2-(Hydroxymethyl)-2-(nonylamino)propane-1,3-diol	CCCCCCCCCNC(CO)(CO)CO	1.6	114009190	PUBCHEM:(114009190)	2.0	248.222	265.0	4.422	7.076668796645107e+17	7.076665193821633e+17	
826	RIGGEAZDTKMXSI	isdb	CCC=CCC=CC=CC(O)CCCCCCCC(=O)O																																													221.0	Fatty acids	0.3333333333333333	Octadecanoids	0.3333333333333333	Other Octadecanoids	0.3333333333333333	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q111729050	RIGGEAZDTKMXSI-UHFFFAOYSA-N	InChI=1S/C18H30O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h3-4,6,8,11,14,17,19H,2,5,7,9-10,12-13,15-16H2,1H3,(H,20,21)	CCC=CCC=CC=CC(O)CCCCCCCC(=O)O	C18H30O3	pos_1_1proton1ethylamine	294.21949482	CID 53394275	Fatty acids	Octadecanoids	Other Octadecanoids	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']	9.0	3.0	10.5	1.0																								
826	XUMITCIFDPEJAY	sirius	CCC1C(O1)CCCCC(=C)OC(=C)CCCCC2C(O2)CC																																																																																												1.0	2.0	0.082	0.082	-89.846	0.116	0.333	100.715	C20H34O3	[M + H3N + H]+	C20H38NO3+	InChI=1S/C20H34O3/c1-5-17-19(22-17)13-9-7-11-15(3)21-16(4)12-8-10-14-20-18(6-2)23-20/h17-20H,3-14H2,1-2H3	2-Ethyl-3-[5-[6-(3-ethyloxiran-2-yl)hex-1-en-2-yloxy]hex-5-enyl]oxirane	CCC1C(O1)CCCCC(=C)OC(=C)CCCCC2C(O2)CC	5.3	141485094	PUBCHEM:(141485094)	2.0	340.285	266.0	4.429	7.07666873209476e+17	7.076665194031348e+17	
827	LGIKFBYSSJHCQR	isdb																																														145.0	Terpenoids	0.7777777777777778	Steroids	0.7777777777777778	Cholestane steroids	0.7777777777777778	1.0	0.37168902	ISDB															['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0.0	0.0	1.4867560863494873	1.0																								
827	XCYGCBVZSVXYON	sirius	CCCCCCCCCCCCCC(=O)NC(CC(=O)N)C(=O)O																																																																																												1.0	2.0	0.242	0.242	-216.533	0.018	0.333	158.449	C18H34N2O4	[M - H2O + H]+	C18H33N2O3+	InChI=1S/C18H34N2O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(22)20-15(18(23)24)14-16(19)21/h15H,2-14H2,1H3,(H2,19,21)(H,20,22)(H,23,24)	Myristoyl-asparagine	CCCCCCCCCCCCCC(=O)NC(CC(=O)N)C(=O)O	4.3	102500690;146037232;54463041;18318642;138986957	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0242047);METACYC:(CPD-22723);SUPERNATURAL:(SN0426786);PUBCHEM:(102500690 146037232 54463041 18318642 138986957);LOTUS:(Q105325546);PUBMED:(null)	286263370.0	325.249	266.0	4.437	7.076668677694633e+17	7.076665194241064e+17	
828	GWSFLQARDQTLTO	sirius	CN(C)C1C=CC(=C(C2=CC=CC=C2)C3=CC=C(C=C3)N(C)C)C=C1																																																																																												1.0	2.0	0.293	0.293	-106.919	0.252	0.323	31.489	C23H26N2	[M + H]+	C23H27N2+	InChI=1S/C23H26N2/c1-24(2)21-14-10-19(11-15-21)23(18-8-6-5-7-9-18)20-12-16-22(17-13-20)25(3)4/h5-17,21H,1-4H3		CN(C)C1C=CC(=C(C2=CC=CC=C2)C3=CC=C(C=C3)N(C)C)C=C1	5.4	58705181;58705182	COCONUT:(CNP0447194);PUBCHEM:(58705181 58705182)	2097154.0	331.217	268.0	4.46	7.076668826466612e+17	7.076665194450779e+17	
829	LTLYMLRNUQYZRG	sirius	CC(C)C1C(CC(=O)NCCCCC(C(=O)N1)NC(=O)C(C(C)C)NC(=O)NC(C(C)C)C(=O)O)O																																																																																												1.0	4.0	0.128	0.128	-256.205	0.037	0.034	156.494	C24H43N5O7	[M + Na]+	C24H43N5NaO7+	InChI=1S/C24H43N5O7/c1-12(2)18-16(30)11-17(31)25-10-8-7-9-15(21(32)27-18)26-22(33)19(13(3)4)28-24(36)29-20(14(5)6)23(34)35/h12-16,18-20,30H,7-11H2,1-6H3,(H,25,31)(H,26,33)(H,27,32)(H,34,35)(H2,28,29,36)	(2S)-2-[[(2S)-1-[[(4R,5S,8S)-4-hydroxy-2,7-dioxo-5-propan-2-yl-1,6-diazacyclododec-8-yl]amino]-3-methyl-1-oxobutan-2-yl]carbamoylamino]-3-methylbutanoic acid	CC(C)C1C(CC(=O)NCCCCC(C(=O)N1)NC(=O)C(C(C)C)NC(=O)NC(C(C)C)C(=O)O)O	1.3	42601398	PUBCHEMANNOTATIONBIO;PUBCHEM:(42601398)	16777218.0	536.307	268.0	4.46	7.076668795135158e+17	7.076665194660494e+17	
830	UZDJXAVCRQWDLD	sirius	CCCCOC(CC1C(C(OC=C1C(=O)OC)OC2C(C(C(C(O2)CO)O)O)O)C=C)OCCCC																																																																																												1.0	1.0	0.137	0.137	-289.872	0.967	0.974	23.71	C25H42O11	[M + Na]+	C25H42NaO11+	InChI=1S/C25H42O11/c1-5-8-10-32-19(33-11-9-6-2)12-16-15(7-3)24(34-14-17(16)23(30)31-4)36-25-22(29)21(28)20(27)18(13-26)35-25/h7,14-16,18-22,24-29H,3,5-6,8-13H2,1-2,4H3	methyl 4-(2,2-dibutoxyethyl)-3-ethenyl-2-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-3,4-dihydro-2H-pyran-5-carboxylate	CCCCOC(CC1C(C(OC=C1C(=O)OC)OC2C(C(C(C(O2)CO)O)O)O)C=C)OCCCC	1.7	101688192;162850691	COCONUT:(CNP0112902);TeroMol:(TKC093646);SUPERNATURAL:(SN0384026);PUBCHEM:(101688192 162850691)	11534338.0	541.263	268.0	4.462	7.0766688461379e+17	7.076665194870209e+17	
831	CTASSTCAVUQMJI	isdb	CC(=O)O[C@H]1C[C@@H](OC(C)=O)[C@]2(C)CC=C(C(C)C)C[C@H]2[C@@]1(C)O																																													-1.0							4.0	0.653615	ISDB	http://www.wikidata.org/entity/Q104969676	CTASSTCAVUQMJI-UJWQCDCRSA-N	InChI=1S/C19H30O5/c1-11(2)14-7-8-18(5)15(9-14)19(6,22)17(24-13(4)21)10-16(18)23-12(3)20/h7,11,15-17,22H,8-10H2,1-6H3/t15-,16-,17+,18-,19-/m1/s1	CC(=O)O[C@H]1C[C@@H](OC(C)=O)[C@]2(C)CC=C(C(C)C)C[C@H]2[C@@]1(C)O	C19H30O5		338.20932406	[(1R,3S,4R,4aR,8aR)-3-acetyloxy-4-hydroxy-4,8a-dimethyl-6-propan-2-yl-1,2,3,4a,5,8-hexahydronaphthalen-1-yl] acetate	Terpenoids	Sesquiterpenoids	Eudesmane sesquiterpenoids	http://www.wikidata.org/entity/Q1547224	Pallenis spinosa	245301.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Inuleae']	['Pallenis']	['Pallenis spinosa']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4.0	0.0	6.614459991455078	1.0																								
